BatsmanName,BowlerName,0s,1s,2s,3s,4s,5s,6s,extras,wickets,total_balls
Shakib Al Hasan,JD Unadkat,0,2,0,0,0,0,0,0,0,2
Shakib Al Hasan,JDS Neesham,0,2,0,0,0,0,0,0,0,2
Shakib Al Hasan,JP Duminy,1,5,1,0,0,0,0,0,0,7
Shakib Al Hasan,JP Faulkner,1,11,3,0,0,0,0,0,0,15
Shakib Al Hasan,KA Pollard,1,3,0,0,0,0,0,0,0,4
Shakib Al Hasan,KV Sharma,3,1,0,0,0,0,0,0,1,4
Shakib Al Hasan,KW Richardson,2,2,2,0,3,0,0,0,1,9
Shakib Al Hasan,Karanveer Singh,2,4,0,0,1,0,0,0,1,7
Shakib Al Hasan,LMP Simmons,0,2,0,0,0,0,0,0,0,2
Shakib Al Hasan,M Muralitharan,2,7,1,0,0,0,0,0,0,10
Shakib Al Hasan,MA Starc,0,2,0,0,0,0,0,0,0,2
Shakib Al Hasan,MG Johnson,3,2,3,0,1,0,0,0,0,9
Shakib Al Hasan,MJ Clarke,3,3,1,0,1,0,2,0,0,10
Shakib Al Hasan,MJ McClenaghan,1,3,0,0,1,0,0,0,0,5
Shakib Al Hasan,MM Patel,0,2,0,0,1,0,0,0,0,3
Shakib Al Hasan,MM Sharma,3,3,1,0,2,0,0,0,0,9
Shakib Al Hasan,Mohammed Shami,0,2,0,0,1,0,0,0,0,3
Shakib Al Hasan,Mustafizur Rahman,3,2,1,0,0,0,0,0,0,6
Shakib Al Hasan,NLTC Perera,1,1,0,0,0,0,0,0,0,2
Shakib Al Hasan,NM Coulter-Nile,1,3,0,0,1,0,0,0,0,5
Shakib Al Hasan,P Awana,2,1,0,0,1,0,0,0,0,4
Shakib Al Hasan,P Kumar,0,2,0,0,2,0,0,0,0,4
Shakib Al Hasan,P Negi,1,0,0,0,0,0,0,0,0,1
Shakib Al Hasan,P Sahu,2,1,0,0,0,0,0,0,0,3
Shakib Al Hasan,PP Chawla,2,1,0,0,0,0,0,0,1,3
Shakib Al Hasan,PV Tambe,2,4,0,0,1,0,0,0,0,7
Shakib Al Hasan,Parvez Rasool,0,1,0,0,0,0,0,0,0,1
Shakib Al Hasan,R Ashwin,5,5,0,0,1,0,0,0,0,11
Shakib Al Hasan,R Bhatia,2,0,2,0,0,0,0,0,1,4
Shakib Al Hasan,R Dhawan,0,3,0,0,0,0,0,0,0,3
Shakib Al Hasan,R Vinay Kumar,2,1,1,0,0,0,0,0,2,4
Shakib Al Hasan,RA Jadeja,4,8,1,0,0,0,1,0,1,14
Shakib Al Hasan,RP Singh,2,0,0,0,0,0,0,0,1,2
Shakib Al Hasan,S Aravind,0,1,0,0,1,0,0,0,0,2
Shakib Al Hasan,S Kaushik,0,2,0,0,0,0,0,0,0,2
Shakib Al Hasan,S Nadeem,2,0,0,0,0,0,1,0,0,3
Shakib Al Hasan,SB Jakati,0,2,0,0,0,0,0,0,0,2
Shakib Al Hasan,SC Ganguly,0,1,0,0,1,0,0,0,0,2
Shakib Al Hasan,SK Raina,0,2,0,0,1,0,0,0,0,3
Shakib Al Hasan,SK Trivedi,1,4,1,0,1,0,0,0,0,7
Shakib Al Hasan,SL Malinga,5,9,2,0,1,0,0,0,3,17
Shakib Al Hasan,SR Watson,1,10,1,0,0,0,1,0,0,13
Shakib Al Hasan,TG Southee,0,3,0,0,1,0,1,0,0,5
Shakib Al Hasan,VR Aaron,1,1,0,0,0,0,0,0,1,2
Shakib Al Hasan,WD Parnell,0,1,1,0,0,0,0,0,0,2
Shakib Al Hasan,YS Chahal,1,5,1,0,2,0,3,0,0,12
Shakib Al Hasan,Yuvraj Singh,1,1,2,0,0,0,0,0,0,4
Shivam Sharma,JJ Bumrah,0,1,0,0,0,0,0,0,0,1
Shivam Sharma,MA Starc,1,0,0,0,1,0,0,0,1,2
Shoaib Ahmed,DP Nannes,3,0,0,0,0,0,0,0,1,3
Shoaib Ahmed,R Bhatia,1,0,0,0,0,0,0,0,1,1
Shoaib Ahmed,SK Raina,1,1,0,0,0,0,0,0,0,2
Shoaib Akhtar,DJ Bravo,0,1,0,0,0,0,0,0,0,1
Shoaib Akhtar,DJ Thornely,3,2,0,0,0,0,0,0,0,5
Shoaib Akhtar,RR Raje,2,0,0,0,0,0,0,0,1,2
Shoaib Malik,A Nehra,0,2,0,0,0,0,0,0,0,2
Shoaib Malik,B Lee,1,1,0,0,1,0,0,0,0,3
Shoaib Malik,DJ Bravo,0,2,2,0,0,0,0,0,0,4
Shoaib Malik,DJ Thornely,1,3,0,0,0,0,0,0,0,4
Shoaib Malik,DS Kulkarni,2,2,2,0,1,0,0,0,0,7
Shoaib Malik,DW Steyn,1,0,0,0,0,0,0,0,1,1
Shoaib Malik,IK Pathan,0,3,0,0,0,0,0,0,0,3
Shoaib Malik,JA Morkel,0,2,0,0,0,0,0,0,0,2
Shoaib Malik,JR Hopes,0,1,0,0,0,0,0,0,0,1
Shoaib Malik,L Balaji,1,0,0,0,0,0,0,0,1,1
Shoaib Malik,P Kumar,0,2,0,0,1,0,0,0,0,3
Shoaib Malik,PP Chawla,2,0,2,0,0,0,0,0,0,4
Shoaib Malik,RR Raje,0,2,0,0,0,0,0,0,0,2
Shoaib Malik,S Sreesanth,0,2,0,0,1,0,0,0,0,3
Shoaib Malik,SM Pollock,1,0,0,0,0,0,0,0,1,1
Shoaib Malik,ST Jayasuriya,0,2,0,0,0,0,0,0,0,2
Shoaib Malik,VRV Singh,4,1,0,0,1,0,0,0,1,6
Sohail Tanvir,A Nehra,1,0,0,0,0,0,0,0,1,1
Sohail Tanvir,AB Agarkar,0,1,0,0,1,0,1,0,0,3
Sohail Tanvir,AB Dinda,1,1,0,0,0,0,0,0,0,2
Sohail Tanvir,DS Kulkarni,2,0,0,0,0,0,0,0,0,2
Sohail Tanvir,I Sharma,0,1,0,0,0,0,0,0,0,1
Sohail Tanvir,JA Morkel,0,2,0,0,0,0,0,0,0,2
Sohail Tanvir,L Balaji,0,2,2,0,0,0,0,0,0,4
Sohail Tanvir,M Ntini,0,2,1,0,0,0,0,0,0,3
Sohail Tanvir,MF Maharoof,1,0,0,0,0,0,0,0,1,1
Sohail Tanvir,RR Raje,0,2,0,0,1,0,0,0,0,3
Sohail Tanvir,Umar Gul,2,2,1,0,0,0,0,0,1,5
Sohail Tanvir,VY Mahesh,2,1,0,0,1,0,0,0,0,4
Sunny Gupta,SB Jakati,1,0,0,0,0,0,0,0,1,1
Sunny Singh,A Mithun,1,1,0,0,0,0,0,0,0,2
Sunny Singh,AB Agarkar,1,0,0,0,0,0,0,0,1,1
Sunny Singh,DL Vettori,1,0,0,0,0,0,0,0,1,1
Sunny Singh,M Kartik,1,0,0,0,1,0,0,0,1,2
Sunny Singh,S Aravind,0,1,1,0,0,0,0,0,0,2
Sunny Singh,S Randiv,1,2,0,0,0,0,0,0,1,3
Sunny Singh,SB Jakati,0,3,0,0,1,0,0,0,0,4
Sunny Singh,SB Wagh,1,0,0,0,2,0,0,0,0,3
Sunny Singh,SK Raina,1,1,0,0,1,0,1,0,0,4
Sunny Singh,SR Watson,1,1,0,0,1,0,0,0,0,3
Sunny Singh,SW Tait,1,1,0,0,0,0,0,0,0,2
Sunny Singh,VR Aaron,1,2,0,0,0,0,0,0,0,3
Sunny Singh,WD Parnell,1,0,0,0,0,0,0,0,0,1
Swapnil Singh,AD Russell,1,0,0,0,0,0,0,0,1,1
T Henderson,DW Steyn,2,0,0,0,0,0,0,0,0,2
T Henderson,JD Ryder,1,1,0,0,0,0,0,0,1,2
T Henderson,LR Shukla,1,0,0,0,0,0,0,0,0,1
T Henderson,P Kumar,4,1,1,0,0,0,0,0,0,6
T Henderson,R Vinay Kumar,2,2,0,0,0,0,1,0,0,5
T Kohli,AB Dinda,1,0,0,0,0,0,0,0,1,1
T Kohli,B Geeves,2,1,0,0,0,0,0,0,0,3
T Kohli,GD McGrath,8,1,0,0,0,0,1,0,1,10
T Kohli,JA Morkel,0,2,0,0,0,0,0,0,0,2
T Kohli,M Kartik,1,1,0,0,0,0,0,0,0,2
T Kohli,M Ntini,0,1,0,0,0,0,0,0,1,1
T Kohli,MC Henriques,1,0,0,0,0,0,0,0,0,1
T Taibu,A Kumble,2,2,0,0,0,0,0,0,0,4
T Taibu,A Mishra,2,2,0,0,0,0,0,0,0,4
T Taibu,DP Vijaykumar,0,1,2,0,0,0,0,0,0,3
T Taibu,DW Steyn,1,0,0,0,0,0,0,0,1,1
T Taibu,P Kumar,1,1,1,0,2,0,0,0,0,5
T Taibu,PJ Sangwan,1,1,1,0,0,0,0,0,1,3
T Taibu,R Vinay Kumar,1,0,1,0,0,0,0,0,0,2
T Taibu,RP Singh,1,0,0,0,1,0,0,0,1,2
T Taibu,VY Mahesh,0,2,0,0,0,0,0,0,0,2
T Thushara,B Lee,4,0,0,0,0,0,0,0,0,4
T Thushara,Harmeet Singh,1,1,2,0,0,0,0,0,0,4
T Thushara,IK Pathan,0,1,0,0,0,0,0,0,1,1
T Thushara,RJ Harris,2,1,1,0,0,0,0,0,1,4
T Thushara,SK Trivedi,1,2,0,0,0,0,0,0,0,3
T Thushara,SL Malinga,1,2,0,0,0,0,0,0,0,3
TD Paine,A Mithun,1,3,0,0,0,0,0,0,0,4
TD Paine,AG Murtaza,2,1,0,0,0,0,0,0,0,3
TD Paine,AN Ahmed,0,1,0,0,0,0,0,0,0,1
TD Paine,MM Patel,2,0,0,0,0,0,0,0,1,2
TD Paine,S Aravind,5,5,0,0,0,0,0,0,1,10
TD Paine,SL Malinga,2,1,0,0,0,0,0,0,0,3
TD Paine,Z Khan,2,4,0,0,0,0,0,0,0,6
TG Southee,AD Mathews,0,1,1,0,1,0,0,0,0,3
TG Southee,CH Morris,0,1,0,0,0,0,0,0,0,1
TG Southee,DJ Bravo,1,2,2,0,1,0,1,0,1,7
TG Southee,IC Pandey,2,0,0,0,1,0,0,0,0,3
TG Southee,Imran Tahir,1,0,0,0,0,0,0,0,0,1
TG Southee,JP Faulkner,0,2,2,0,0,0,1,0,0,5
TG Southee,MC Henriques,0,1,0,0,0,0,0,0,0,1
TG Southee,MM Sharma,2,0,0,0,0,0,0,0,1,2
TG Southee,MP Stoinis,0,1,0,0,0,0,0,0,0,1
TG Southee,Mustafizur Rahman,1,2,0,0,0,0,0,0,1,3
TG Southee,R Vinay Kumar,0,2,0,0,0,0,0,0,0,2
TG Southee,RA Jadeja,1,0,0,0,0,0,0,0,1,1
TG Southee,SL Malinga,0,2,1,0,0,0,0,0,0,3
TL Suman,A Kumble,8,5,3,0,2,0,1,0,1,19
TL Suman,A Mishra,5,9,0,0,0,0,0,0,0,14
TL Suman,A Nehra,3,4,1,0,4,0,0,0,0,12
TL Suman,A Singh,3,3,0,0,0,0,0,0,1,6
TL Suman,AA Chavan,4,3,0,0,0,0,1,0,0,8
TL Suman,AB Agarkar,1,3,1,0,2,0,0,0,0,7
TL Suman,AC Thomas,1,1,0,0,2,0,1,0,0,5
TL Suman,AD Mathews,1,1,1,0,1,0,0,0,0,4
TL Suman,AS Raut,0,1,0,0,0,0,0,0,0,1
TL Suman,Anand Rajan,1,0,0,0,0,0,0,0,1,1
TL Suman,Ankit Sharma,4,1,0,0,0,0,0,0,0,5
TL Suman,Azhar Mahmood,2,1,0,0,0,0,0,0,1,3
TL Suman,B Akhil,0,1,0,0,0,0,0,0,0,1
TL Suman,B Lee,1,1,0,0,1,0,0,0,0,3
TL Suman,BJ Hodge,1,3,1,0,0,0,1,0,0,6
TL Suman,Bipul Sharma,1,3,0,0,0,0,0,0,0,4
TL Suman,CH Gayle,1,2,0,0,0,0,1,0,0,4
TL Suman,CK Langeveldt,1,3,0,0,0,0,0,0,0,4
TL Suman,DE Bollinger,3,0,0,0,1,0,0,0,1,4
TL Suman,DJ Bravo,7,0,1,0,0,0,1,0,1,9
TL Suman,DL Vettori,1,2,0,0,0,0,0,0,0,3
TL Suman,DP Nannes,4,9,0,0,1,0,0,0,0,14
TL Suman,DS Kulkarni,4,1,1,0,1,0,0,0,0,7
TL Suman,DT Christian,3,3,0,0,0,0,1,0,0,7
TL Suman,DW Steyn,7,8,1,0,3,0,0,0,2,19
TL Suman,Harbhajan Singh,10,6,0,0,2,0,2,0,3,20
TL Suman,I Sharma,10,6,0,0,1,0,0,0,0,17
TL Suman,IK Pathan,2,5,2,0,0,0,2,0,0,11
TL Suman,Iqbal Abdulla,2,1,0,0,0,0,0,0,1,3
TL Suman,J Theron,5,1,0,0,1,0,1,0,0,8
TL Suman,JD Ryder,0,2,0,0,0,0,1,0,0,3
TL Suman,JE Taylor,1,1,0,0,0,0,1,0,0,3
TL Suman,JH Kallis,8,8,0,0,0,0,0,0,0,16
TL Suman,KA Pollard,2,3,1,0,0,0,0,0,0,6
TL Suman,KV Sharma,1,1,0,0,0,0,0,0,1,2
TL Suman,L Balaji,0,1,0,0,0,0,0,0,0,1
TL Suman,M Kartik,2,5,0,0,0,0,0,0,0,7
TL Suman,M Morkel,2,4,1,0,1,0,0,0,0,8
TL Suman,M Muralitharan,2,3,0,0,0,0,0,0,1,5
TL Suman,MC Henriques,5,6,0,0,3,0,0,0,1,14
TL Suman,MG Johnson,0,1,0,0,2,0,0,0,0,3
TL Suman,MM Patel,4,1,2,0,0,0,0,0,0,7
TL Suman,MM Sharma,1,0,0,0,0,0,0,0,1,1
TL Suman,NLTC Perera,2,1,1,0,1,0,0,0,0,5
TL Suman,P Kumar,7,6,0,0,4,0,1,0,0,18
TL Suman,PJ Sangwan,7,5,2,0,0,0,0,0,2,14
TL Suman,PP Chawla,5,7,0,0,1,0,1,0,1,14
TL Suman,PP Ojha,4,0,0,0,0,0,1,0,0,5
TL Suman,R Ashwin,4,0,0,1,0,0,0,0,0,5
TL Suman,R McLaren,0,5,0,0,0,0,0,0,0,5
TL Suman,R Sharma,2,1,0,0,0,0,0,0,1,3
TL Suman,R Vinay Kumar,3,7,4,0,1,0,1,0,1,16
TL Suman,RA Jadeja,2,5,0,0,0,0,0,0,0,7
TL Suman,RE van der Merwe,1,2,0,0,0,0,0,0,0,3
TL Suman,RJ Harris,9,0,0,0,0,0,0,0,1,9
TL Suman,RP Singh,1,2,0,0,0,0,0,0,0,3
TL Suman,RR Powar,1,0,0,0,0,0,0,0,1,1
TL Suman,S Sreesanth,2,3,1,0,1,0,0,0,0,7
TL Suman,S Tyagi,3,2,1,0,3,0,1,0,0,10
TL Suman,SB Jakati,6,8,1,0,1,0,0,0,1,16
TL Suman,SJ Srivastava,3,11,1,0,2,0,0,0,0,17
TL Suman,SK Raina,3,5,4,0,3,0,1,0,0,16
TL Suman,SK Trivedi,3,6,1,0,2,0,0,0,1,12
TL Suman,SK Warne,8,4,3,0,1,0,1,0,0,17
TL Suman,SL Malinga,4,6,1,0,1,0,0,0,0,12
TL Suman,SM Harwood,1,1,3,1,1,0,0,0,0,7
TL Suman,SR Watson,1,0,0,0,1,0,0,0,1,2
TL Suman,SW Tait,2,0,0,0,0,0,0,0,1,2
TL Suman,Shakib Al Hasan,4,1,0,0,0,0,0,0,1,5
TL Suman,T Thushara,7,3,2,0,1,0,0,0,0,13
TL Suman,TM Dilshan,2,2,0,1,1,0,1,0,0,7
TL Suman,UT Yadav,2,2,1,0,0,0,1,0,1,6
TL Suman,V Kohli,0,2,1,0,0,0,0,0,0,3
TL Suman,WA Mota,2,0,0,0,0,0,0,0,1,2
TL Suman,YK Pathan,0,4,0,0,0,0,1,0,0,5
TL Suman,Yuvraj Singh,5,6,0,0,2,0,2,0,0,15
TM Dilshan,A Ashish Reddy,8,2,1,1,1,0,1,0,0,14
TM Dilshan,A Chandila,3,6,0,0,1,0,0,0,0,10
TM Dilshan,A Flintoff,1,1,0,0,1,0,1,0,0,4
TM Dilshan,A Kumble,7,9,0,0,1,0,0,0,1,17
TM Dilshan,A Mishra,4,7,1,0,1,0,0,0,0,13
TM Dilshan,A Nehra,0,1,0,0,0,0,0,0,0,1
TM Dilshan,A Singh,3,0,0,1,0,0,0,0,0,4
TM Dilshan,A Symonds,8,2,2,0,3,0,0,0,1,15
TM Dilshan,AB Agarkar,3,1,0,0,4,0,0,0,0,8
TM Dilshan,AB Dinda,11,5,1,0,4,0,0,0,2,21
TM Dilshan,AC Thomas,5,6,0,0,1,0,0,0,0,12
TM Dilshan,AD Mascarenhas,4,2,0,0,1,0,0,0,1,7
TM Dilshan,AD Mathews,5,4,1,0,1,0,0,0,0,11
TM Dilshan,AG Murtaza,1,8,0,0,1,0,0,0,0,10
TM Dilshan,AJ Finch,0,1,0,0,0,0,0,0,0,1
TM Dilshan,AS Raut,0,1,0,0,0,0,0,0,0,1
TM Dilshan,Anand Rajan,1,6,0,0,1,0,0,0,0,8
TM Dilshan,B Akhil,1,4,1,0,1,0,0,0,0,7
TM Dilshan,B Kumar,15,6,3,0,1,0,0,0,0,25
TM Dilshan,B Lee,2,0,0,0,0,0,0,0,0,2
TM Dilshan,BJ Hodge,1,2,0,0,0,1,0,0,0,4
TM Dilshan,DE Bollinger,1,0,0,0,0,0,0,0,1,1
TM Dilshan,DP Vijaykumar,1,1,0,0,0,0,1,0,0,3
TM Dilshan,DR Smith,6,3,1,0,1,0,1,0,1,12
TM Dilshan,DS Kulkarni,4,1,0,0,0,0,0,0,1,5
TM Dilshan,DW Steyn,16,3,3,0,1,1,0,0,1,24
TM Dilshan,FH Edwards,2,4,1,0,1,1,1,0,0,10
TM Dilshan,GB Hogg,4,7,1,0,2,2,0,0,0,16
TM Dilshan,GH Vihari,0,1,1,0,0,0,0,0,0,2
TM Dilshan,Harbhajan Singh,11,17,3,0,4,0,1,0,1,36
TM Dilshan,Harmeet Singh,5,5,0,0,2,0,0,0,1,12
TM Dilshan,I Sharma,7,6,2,0,1,0,1,0,3,17
TM Dilshan,IC Pandey,0,2,0,0,2,0,0,0,0,4
TM Dilshan,IK Pathan,2,0,1,0,2,0,0,0,0,5
TM Dilshan,Iqbal Abdulla,3,0,0,0,1,0,0,0,0,4
TM Dilshan,J Botha,7,10,2,0,3,0,0,0,1,22
TM Dilshan,JA Morkel,7,3,1,0,3,0,0,0,2,14
TM Dilshan,JD Unadkat,0,4,0,0,0,0,0,0,0,4
TM Dilshan,JE Taylor,5,2,1,0,2,0,0,0,0,10
TM Dilshan,JEC Franklin,0,2,0,0,0,0,0,0,0,2
TM Dilshan,JH Kallis,1,4,0,0,0,0,1,0,0,6
TM Dilshan,JM Kemp,0,1,0,0,0,0,0,0,0,1
TM Dilshan,JP Duminy,5,5,1,0,0,0,0,0,0,11
TM Dilshan,JP Faulkner,6,2,0,0,2,0,0,0,0,10
TM Dilshan,JR Hopes,2,0,0,0,0,0,0,0,1,2
TM Dilshan,Joginder Sharma,4,3,0,0,2,0,0,0,0,9
TM Dilshan,K Upadhyay,0,4,0,0,3,0,0,0,0,7
TM Dilshan,KA Pollard,11,14,1,0,2,0,1,0,0,29
TM Dilshan,KK Cooper,2,6,2,0,3,0,0,0,0,13
TM Dilshan,KP Appanna,5,6,0,0,1,0,0,0,0,12
TM Dilshan,Kamran Khan,0,2,0,0,0,0,0,0,0,2
TM Dilshan,L Balaji,11,5,0,0,4,0,0,0,1,20
TM Dilshan,LJ Wright,1,5,0,0,0,0,0,0,1,6
TM Dilshan,M Kartik,5,6,1,0,0,0,0,0,0,12
TM Dilshan,M Muralitharan,4,5,1,0,1,0,0,0,1,11
TM Dilshan,MC Henriques,4,1,1,0,1,0,0,0,0,7
TM Dilshan,MG Johnson,8,2,0,0,1,0,0,0,1,11
TM Dilshan,MK Tiwary,0,1,0,0,0,0,0,0,0,1
TM Dilshan,MM Patel,22,12,2,0,2,1,0,0,2,39
TM Dilshan,MR Marsh,2,3,0,0,1,0,0,0,0,6
TM Dilshan,MS Gony,2,2,1,0,0,0,1,0,0,6
TM Dilshan,P Kumar,3,0,0,0,2,0,0,0,0,5
TM Dilshan,P Parameswaran,1,2,0,0,0,0,0,0,0,3
TM Dilshan,PP Chawla,3,1,0,0,1,0,0,0,0,5
TM Dilshan,PP Ojha,9,11,0,0,3,0,0,0,1,23
TM Dilshan,Pankaj Singh,5,8,4,0,4,0,1,0,0,22
TM Dilshan,R Ashwin,0,3,0,0,0,0,0,0,0,3
TM Dilshan,R Bhatia,2,3,0,0,0,0,0,0,0,5
TM Dilshan,R McLaren,1,0,0,0,0,0,0,0,1,1
TM Dilshan,R Sharma,8,6,0,0,1,0,1,0,1,16
TM Dilshan,R Vinay Kumar,2,5,1,0,3,0,0,0,0,11
TM Dilshan,RA Jadeja,5,7,2,0,2,0,0,0,0,16
TM Dilshan,RG Sharma,2,10,2,0,0,0,0,0,0,14
TM Dilshan,RJ Harris,2,2,0,0,2,0,0,0,0,6
TM Dilshan,RP Singh,22,20,0,0,5,0,1,0,2,48
TM Dilshan,RR Powar,4,5,1,0,4,0,1,0,0,15
TM Dilshan,RR Raje,0,0,0,0,2,0,0,0,0,2
TM Dilshan,S Dhawan,1,2,0,0,2,0,0,0,0,5
TM Dilshan,S Sreesanth,10,3,0,0,3,0,0,0,3,16
TM Dilshan,S Tyagi,4,2,0,0,0,0,1,0,0,7
TM Dilshan,SB Jakati,3,0,2,0,0,0,0,0,1,5
TM Dilshan,SC Ganguly,2,2,0,0,1,0,0,0,0,5
TM Dilshan,SK Trivedi,10,12,1,0,6,0,3,0,0,32
TM Dilshan,SK Warne,8,9,2,0,2,0,0,0,2,21
TM Dilshan,SL Malinga,23,15,4,0,6,0,3,0,2,51
TM Dilshan,SR Watson,8,3,0,0,3,0,0,0,1,14
TM Dilshan,ST Jayasuriya,0,2,0,0,0,0,0,0,0,2
TM Dilshan,SW Tait,1,2,0,0,1,0,0,0,0,4
TM Dilshan,Shakib Al Hasan,0,3,0,0,1,0,0,0,0,4
TM Dilshan,Shoaib Ahmed,3,3,2,0,4,0,1,0,0,13
TM Dilshan,Shoaib Akhtar,2,0,0,0,1,0,0,0,0,3
TM Dilshan,V Pratap Singh,3,4,0,0,2,0,1,0,1,10
TM Dilshan,VR Aaron,2,0,0,0,0,0,0,0,1,2
TM Dilshan,VRV Singh,0,2,0,1,1,0,0,0,0,4
TM Dilshan,WPUJC Vaas,2,3,0,0,2,0,0,0,0,7
TM Dilshan,Y Venugopal Rao,3,2,0,0,1,0,1,0,0,7
TM Dilshan,YK Pathan,8,5,0,0,2,0,0,0,1,15
TM Dilshan,Z Khan,0,4,0,0,1,0,0,0,0,5
TM Head,A Zampa,0,1,0,0,0,0,0,0,0,1
TM Head,AB Dinda,0,1,0,0,0,0,0,0,0,1
TM Head,HH Pandya,2,2,0,0,0,0,1,0,0,5
TM Head,JJ Bumrah,1,3,1,0,1,0,0,0,1,6
TM Head,KH Pandya,0,3,0,0,0,1,0,0,0,4
TM Head,MJ McClenaghan,1,1,3,0,1,0,1,0,0,7
TM Head,MM Sharma,0,1,0,0,0,0,0,0,0,1
TM Head,R Ashwin,1,1,0,0,0,0,0,0,0,2
TM Head,RP Singh,2,2,1,0,0,0,0,0,0,5
TM Head,Sandeep Sharma,2,1,3,0,1,0,0,0,1,7
TM Head,TG Southee,3,0,0,0,0,0,0,0,0,3
TM Srivastava,GD McGrath,1,2,0,0,0,0,0,0,0,3
TM Srivastava,P Kumar,1,0,0,0,0,0,0,0,0,1
TM Srivastava,Umar Gul,0,1,0,0,0,0,0,0,0,1
TM Srivastava,VY Mahesh,3,2,0,1,0,0,0,0,1,6
TR Birt,A Mishra,0,0,1,0,0,0,0,0,0,1
TR Birt,B Akhil,0,1,1,0,0,0,0,0,0,2
TR Birt,DT Christian,5,3,0,0,0,0,0,0,1,8
TR Birt,Iqbal Abdulla,2,2,2,0,0,0,0,0,0,6
TR Birt,P Kumar,3,0,0,0,0,0,1,0,1,4
TR Birt,P Parameswaran,1,1,0,0,2,0,0,0,0,4
TR Birt,PP Chawla,3,0,0,0,1,0,0,0,0,4
TR Birt,R Vinay Kumar,3,2,1,0,4,0,1,0,1,11
TR Birt,RA Jadeja,0,2,1,0,0,0,0,0,0,3
TR Birt,RJ Harris,0,1,1,0,1,0,0,0,0,3
TR Birt,RR Powar,3,1,0,0,0,0,0,0,1,4
TR Birt,S Sreesanth,1,2,0,0,1,0,0,0,0,4
TR Birt,YK Pathan,3,2,0,0,0,0,0,0,1,5
U Kaul,L Balaji,1,0,0,0,0,0,0,0,0,1
UA Birla,Iqbal Abdulla,1,0,0,0,0,0,0,0,1,1
UA Birla,JH Kallis,1,1,0,0,0,0,0,0,0,2
UA Birla,L Balaji,4,2,1,0,0,0,0,0,0,7
UA Birla,SP Narine,4,0,0,0,1,0,0,0,0,5
UBT Chand,A Mishra,1,4,1,0,2,0,0,0,1,8
UBT Chand,A Singh,6,0,0,0,0,0,0,0,0,6
UBT Chand,AB Dinda,5,1,0,0,1,0,0,0,0,7
UBT Chand,AN Ahmed,0,1,0,0,0,0,0,0,0,1
UBT Chand,Ankit Sharma,0,2,0,0,1,0,0,0,0,3
UBT Chand,Azhar Mahmood,7,1,1,0,0,0,0,0,1,9
UBT Chand,B Kumar,2,0,0,0,0,0,0,0,0,2
UBT Chand,B Lee,6,2,1,0,0,0,0,0,2,9
UBT Chand,CH Gayle,0,1,0,0,0,0,0,0,0,1
UBT Chand,D Wiese,0,5,1,0,4,0,0,0,0,10
UBT Chand,DJ Hooda,1,2,0,0,0,0,0,0,0,3
UBT Chand,DJ Muthuswami,2,0,1,0,0,0,0,0,0,3
UBT Chand,DJG Sammy,0,1,0,0,0,0,0,0,0,1
UBT Chand,DS Kulkarni,3,1,0,0,0,0,0,0,0,4
UBT Chand,DW Steyn,2,1,0,0,2,0,0,0,1,5
UBT Chand,Harbhajan Singh,1,0,0,0,0,0,0,0,1,1
UBT Chand,I Sharma,4,1,0,1,1,0,0,0,0,7
UBT Chand,Iqbal Abdulla,3,4,2,0,2,0,1,0,0,12
UBT Chand,J Syed Mohammad,0,0,1,0,1,0,0,0,0,2
UBT Chand,JD Unadkat,4,3,0,0,1,0,0,0,1,8
UBT Chand,JH Kallis,3,3,1,0,3,0,0,0,0,10
UBT Chand,JJ Bumrah,3,1,0,0,0,0,0,0,0,4
UBT Chand,JO Holder,1,1,0,0,0,0,0,0,0,2
UBT Chand,JP Faulkner,0,1,0,0,0,0,0,0,0,1
UBT Chand,K Santokie,1,2,0,0,0,0,0,0,0,3
UBT Chand,KV Sharma,2,1,0,0,0,0,0,0,0,3
UBT Chand,L Balaji,2,4,1,0,0,0,0,0,0,7
UBT Chand,LJ Wright,0,3,0,0,0,0,0,0,0,3
UBT Chand,M Kartik,4,6,1,0,1,0,0,0,0,12
UBT Chand,MC Henriques,1,1,0,0,0,0,1,0,0,3
UBT Chand,MM Sharma,9,3,0,0,2,0,1,0,2,15
UBT Chand,NLTC Perera,7,1,0,0,1,0,0,0,0,9
UBT Chand,P Awana,5,0,0,0,0,0,1,0,0,6
UBT Chand,P Kumar,11,3,0,0,0,0,2,0,2,16
UBT Chand,PP Chawla,0,1,0,0,0,0,0,0,0,1
UBT Chand,PP Ojha,3,0,0,0,0,0,0,0,1,3
UBT Chand,PV Tambe,1,1,2,0,0,0,0,0,1,4
UBT Chand,R Bhatia,1,1,1,0,1,0,0,0,0,4
UBT Chand,R Rampaul,0,1,0,0,0,0,0,0,0,1
UBT Chand,R Sharma,2,1,1,0,1,0,0,0,1,5
UBT Chand,R Vinay Kumar,6,5,0,0,1,0,1,0,1,13
UBT Chand,RJ Harris,1,1,0,0,0,0,0,0,0,2
UBT Chand,S Badree,3,5,2,0,0,0,1,0,0,11
UBT Chand,S Nadeem,1,4,0,0,0,0,0,0,0,5
UBT Chand,S Sreesanth,5,2,0,0,2,0,0,0,1,9
UBT Chand,SK Trivedi,0,2,0,0,0,0,0,0,0,2
UBT Chand,SK Warne,1,0,0,0,0,0,0,0,1,1
